treatment,output,code_number_tokens,code_complexity,code_num_identifiers,code_num_strings,code_num_comments,docstring_num_lines,docstring_num_words,docstring_num_sentences
0,0,10,3,0,0,0,1,11,0
0,1,29,4,3,2,0,1,9,1
0,1,42,5,3,10,0,1,10,1
0,0,53,3,8,6,0,1,10,0
0,0,21,1,7,1,0,1,13,1
0,0,9,1,1,0,0,1,12,1
1,0,41,4,5,6,0,1,7,1
1,1,15,1,2,0,0,1,13,1
1,0,106,7,8,5,0,1,15,1
0,0,28,1,9,0,0,1,23,3
1,0,11,1,0,4,0,1,5,0
0,0,87,8,10,6,0,1,11,1
0,0,64,5,7,3,0,1,40,3
0,0,65,5,2,8,0,1,11,1
0,0,52,6,3,2,0,1,14,0
0,0,28,4,3,0,0,1,21,1
1,1,27,2,1,0,0,1,10,0
0,0,13,2,1,0,0,1,6,0
0,0,13,2,4,2,0,1,7,1
1,1,54,4,3,1,0,1,3,1
0,0,64,5,2,3,0,1,8,1
1,0,26,1,9,0,0,1,4,1
1,1,87,9,7,18,0,1,5,1
0,0,25,3,1,1,0,1,10,1
1,0,48,5,1,4,0,1,5,0
1,1,11,2,0,2,0,1,14,1
1,0,24,3,0,1,0,1,11,1
0,0,6,1,0,0,0,1,9,0
1,1,40,1,8,4,0,1,5,1
0,0,31,6,2,0,0,1,11,0
0,0,21,4,2,0,0,1,22,1
0,0,19,4,0,0,0,1,7,1
0,0,14,1,0,3,0,1,5,1
0,1,19,3,1,0,0,1,17,0
0,0,18,3,2,1,0,1,12,0
0,0,16,2,2,0,0,1,16,2
0,1,48,5,9,1,0,1,5,1
0,0,23,3,2,0,0,1,20,2
1,1,18,2,1,1,0,1,11,1
0,0,50,3,11,13,0,1,4,0
0,0,13,2,1,2,0,1,19,1
0,1,41,3,2,6,0,1,8,0
1,1,30,3,7,0,0,1,7,1
0,0,46,7,1,9,0,1,8,0
0,1,18,4,1,0,0,1,12,1
0,1,83,3,13,13,0,1,5,0
1,1,51,8,5,1,0,1,8,1
0,0,29,6,0,1,0,1,12,1
1,0,103,10,9,3,0,1,8,1
0,1,23,3,3,1,0,1,11,1
1,1,43,4,5,2,0,1,3,0
1,0,62,9,5,6,0,1,43,5
1,0,9,1,1,1,0,1,13,1
1,0,17,3,1,4,0,1,15,3
1,1,27,4,1,0,0,1,22,0
0,0,26,2,4,0,0,1,54,7
0,1,21,2,3,4,0,1,22,3
0,0,38,6,1,3,0,1,66,1
1,0,67,5,3,4,0,1,30,1
0,1,26,5,2,1,0,1,9,1
0,0,88,8,5,12,0,1,11,0
0,1,44,2,7,2,0,1,10,1
1,0,16,2,3,0,0,1,8,1
1,0,29,3,3,1,0,1,3,0
1,0,29,3,3,6,0,1,6,1
0,1,42,2,4,1,0,1,10,0
1,0,10,1,2,0,0,1,6,1
1,1,15,3,0,0,0,1,4,1
1,0,95,5,13,2,0,1,8,0
0,1,10,2,1,0,0,1,24,2
1,0,13,2,1,0,0,1,15,0
0,0,31,2,9,4,0,1,9,1
0,0,17,2,0,0,0,1,20,1
0,0,33,1,1,9,0,1,8,1
0,1,19,2,3,0,0,1,18,0
1,1,152,6,7,31,0,1,10,1
0,1,19,2,1,2,0,1,9,0
0,0,20,2,1,5,0,1,4,1
0,0,19,2,1,2,0,1,6,1
1,1,94,7,9,3,0,1,4,0
1,1,207,30,0,0,0,1,4,0
1,0,10,2,0,0,0,1,5,1
1,1,63,3,9,9,0,1,7,1
0,0,28,2,3,0,0,1,9,1
1,1,59,8,6,0,0,1,78,3
1,1,27,2,7,1,0,1,11,1
0,1,31,1,7,3,0,1,21,2
0,1,9,1,3,1,0,1,22,1
0,1,31,1,3,0,0,1,16,1
1,1,105,8,11,2,0,1,20,1
1,1,40,4,2,3,0,1,8,1
1,1,16,2,1,2,0,1,10,1
0,1,52,10,4,5,0,1,45,4
0,0,33,1,2,16,0,1,6,1
1,1,10,1,0,0,0,1,21,1
1,1,162,5,18,1,0,1,12,0
0,0,14,1,2,0,0,1,10,1
1,1,58,6,4,9,0,1,15,1
0,1,37,2,2,2,0,1,5,0
1,1,14,2,0,1,0,1,29,2
0,0,21,2,1,1,0,1,8,0
0,0,43,3,3,2,0,1,5,1
0,0,15,1,0,1,0,1,6,0
0,0,72,6,6,7,0,1,28,1
1,1,27,2,3,0,0,1,4,1
0,0,48,2,9,3,0,1,9,1
1,0,32,6,1,3,0,1,10,1
0,0,45,8,5,0,0,1,10,1
0,1,67,3,9,12,0,1,20,3
1,0,83,12,6,0,0,1,56,2
0,1,61,6,4,11,0,1,9,1
0,0,10,1,1,1,0,1,7,1
1,1,58,3,7,24,0,1,15,0
0,1,34,2,1,2,0,1,5,0
1,0,102,11,6,3,0,1,7,1
1,0,58,3,6,6,0,1,5,0
1,0,48,4,4,12,0,1,8,0
1,1,45,3,8,6,0,1,7,0
1,1,54,4,6,2,0,1,6,0
0,1,13,2,1,1,0,1,6,0
1,1,24,1,4,5,0,1,30,1
0,1,27,2,8,3,0,1,25,4
0,1,19,4,0,0,0,1,2,0
1,0,39,8,2,0,0,1,3,0
0,0,53,3,8,13,0,1,2,0
1,0,47,7,2,5,0,1,7,0
0,0,43,4,8,0,0,1,17,0
1,1,39,3,6,5,0,1,31,3
0,0,21,1,3,0,0,1,9,1
0,1,80,6,10,12,0,1,6,1
1,0,12,1,2,0,0,1,25,2
1,1,12,1,2,1,0,1,28,2
1,0,39,5,3,6,0,1,3,0
0,1,22,2,1,1,0,1,10,1
1,0,75,2,7,22,0,1,8,1
1,1,15,1,3,4,0,1,16,0
1,1,43,5,5,3,0,1,51,3
0,0,53,2,1,19,0,1,3,0
1,1,87,5,7,15,0,1,5,1
0,0,61,9,6,10,0,1,11,0
0,0,13,1,4,0,0,1,11,1
1,0,26,3,4,1,0,1,7,1
0,1,23,3,2,2,0,1,9,1
0,0,18,2,1,1,0,1,9,0
0,0,31,6,2,0,0,1,18,1
1,1,15,1,1,0,0,1,13,0
1,0,43,7,1,0,0,1,9,0
0,0,20,2,1,1,0,1,5,1
0,1,13,2,2,2,0,1,15,1
1,1,95,6,11,1,0,1,8,1
1,1,30,4,2,1,0,1,15,3
0,1,41,4,5,2,0,1,40,1
1,1,105,10,12,7,0,1,36,3
1,1,31,4,4,0,0,1,7,0
0,1,18,2,1,2,0,1,5,0
1,0,104,10,9,6,0,1,5,0
1,1,29,6,2,0,0,1,11,1
1,0,48,4,6,0,0,1,10,0
0,1,29,1,5,0,0,1,9,1
0,1,29,1,3,6,0,1,5,1
0,0,17,1,0,2,0,1,7,1
0,1,58,3,1,8,0,1,4,1
0,0,75,11,10,10,0,1,16,1
1,1,19,1,5,0,0,1,14,1
0,0,36,1,1,0,0,1,7,0
0,1,21,1,3,1,0,1,10,1
1,0,36,2,2,4,0,1,8,1
1,1,15,1,5,0,0,1,8,0
0,0,9,1,2,0,0,1,11,1
0,1,32,3,4,6,0,1,9,1
1,1,58,6,6,1,0,1,3,0
0,1,16,1,3,1,0,1,24,0
1,0,29,4,3,7,0,1,4,0
1,1,30,6,1,5,0,1,6,0
1,1,23,4,1,0,0,1,14,0
1,0,35,2,6,0,0,1,8,0
0,0,19,1,6,2,0,1,3,0
0,1,12,2,0,0,0,1,2,0
1,0,10,1,1,0,0,1,16,1
1,1,19,4,1,1,0,1,9,0
1,0,176,1,3,40,0,1,5,1
1,0,126,1,11,1,0,1,8,0
1,0,44,1,4,0,0,1,8,1
0,1,79,7,14,2,0,1,9,0
0,0,26,4,2,3,0,1,15,0
0,0,44,5,3,5,0,1,5,1
0,1,17,3,0,2,0,1,14,0
0,0,11,1,1,0,0,1,38,2
1,1,54,3,10,11,0,1,11,1
0,1,20,1,3,1,0,1,4,1
0,0,43,1,9,8,0,1,24,0
0,1,9,1,1,0,0,1,14,1
1,1,22,2,2,3,0,1,7,1
1,1,48,6,5,13,0,1,12,1
1,1,11,1,2,0,0,1,29,1
0,1,9,1,0,2,0,1,8,1
1,0,30,3,2,1,0,1,5,0
0,0,129,12,3,9,0,1,37,3
1,0,17,2,2,1,0,1,13,1
0,0,118,8,12,13,0,1,51,3
1,1,21,1,6,0,0,1,17,3
0,0,16,2,2,0,0,1,11,1
0,0,9,1,0,0,0,1,13,1
1,1,78,6,7,5,0,1,4,0
1,1,64,7,4,1,0,1,35,2
0,0,9,1,1,0,0,1,9,1
0,0,23,2,4,8,0,1,17,1
0,0,78,5,5,10,0,1,11,1
1,1,17,2,2,1,0,1,7,1
0,0,60,7,8,3,0,1,6,1
1,1,24,2,1,4,0,1,13,1
0,0,26,2,0,3,0,1,7,0
0,1,10,1,1,1,0,1,13,1
0,0,12,2,0,0,0,1,39,4
1,1,13,2,0,0,0,1,7,0
0,0,23,3,1,6,0,1,14,1
0,1,8,1,1,1,0,1,5,0
0,1,10,2,0,0,0,1,23,1
1,0,96,13,9,4,0,1,9,1
1,0,85,9,8,2,0,1,22,2
0,0,22,3,3,1,0,1,10,1
0,0,19,1,2,4,0,1,10,1
0,0,126,12,2,20,0,1,15,1
0,0,24,2,6,1,0,1,3,0
1,0,19,3,2,0,0,1,37,2
0,0,47,7,6,0,0,1,21,0
0,0,30,4,2,0,0,1,22,2
1,1,9,1,2,0,0,1,5,0
0,1,8,1,1,3,0,1,15,1
0,0,10,2,1,0,0,1,4,1
1,1,46,3,1,5,0,1,8,1
1,0,46,5,1,3,0,1,25,2
0,0,66,1,5,2,0,1,8,0
0,1,13,1,4,0,0,1,45,0
0,1,22,2,3,0,0,1,12,1
0,0,23,1,3,0,0,1,11,0
1,1,23,2,2,1,0,1,6,0
0,0,11,2,1,1,0,1,16,0
0,0,46,3,9,6,0,1,17,2
1,1,22,3,1,2,0,1,11,1
0,1,15,3,0,0,0,1,4,1
0,0,11,1,1,2,0,1,11,1
0,0,25,3,0,1,0,1,10,2
0,0,32,3,1,12,0,1,11,1
0,1,71,1,17,1,0,1,19,0
0,1,17,5,0,0,0,1,4,0
0,0,33,3,3,3,0,1,5,1
1,0,19,1,4,0,0,1,18,3
0,0,8,3,0,0,0,1,22,2
1,1,8,1,0,0,0,1,7,0
0,1,20,2,4,0,0,1,42,3
0,0,89,7,8,5,0,1,15,0
0,0,28,2,3,0,0,1,4,1
1,1,21,4,0,0,0,1,11,0
1,0,59,7,3,2,0,1,8,1
1,1,104,15,0,12,0,1,6,1
1,1,84,8,7,7,0,1,4,1
0,0,25,3,3,3,0,1,4,0
1,1,12,1,1,0,0,1,8,1
0,0,44,6,3,2,0,1,9,1
1,1,17,1,5,1,0,1,23,2
0,1,21,2,2,0,0,1,11,1
1,1,52,4,11,3,0,1,38,2
1,0,25,2,3,11,0,1,14,1
0,0,44,1,4,14,0,1,24,2
1,0,110,9,6,3,0,1,18,1
0,0,33,5,4,5,0,1,5,0
1,0,92,5,5,4,0,1,8,1
0,0,32,3,1,3,0,1,29,3
0,0,50,4,3,3,0,1,10,1
0,0,23,4,1,4,0,1,8,0
0,1,35,4,3,5,0,1,8,1
0,1,26,2,2,1,0,1,11,1
1,0,28,4,2,3,0,1,10,1
0,0,42,5,3,1,0,1,4,1
0,0,101,5,16,6,0,1,3,1
1,1,64,8,2,3,0,1,17,1
1,1,31,4,1,2,0,1,16,1
0,1,12,1,1,0,0,1,18,0
0,0,48,5,5,6,0,1,10,0
1,0,38,7,2,0,0,1,21,2
1,1,22,2,1,3,0,1,7,0
1,0,10,1,1,2,0,1,9,1
0,1,8,2,0,0,0,1,3,1
1,0,8,1,1,1,0,1,5,0
1,1,20,3,1,3,0,1,6,2
0,1,35,2,11,5,0,1,10,1
0,0,27,3,1,1,0,1,26,4
0,0,11,1,3,0,0,1,10,1
0,1,48,4,6,4,0,1,29,1
0,0,10,1,2,0,0,1,12,1
0,1,26,4,1,1,0,1,22,1
1,1,64,6,8,22,0,1,25,2
0,1,17,1,3,0,0,1,27,1
1,0,14,2,1,0,0,1,6,1
1,0,171,8,9,15,0,1,6,0
0,0,33,5,2,4,0,1,10,0
0,1,14,2,2,0,0,1,22,1
0,0,28,4,7,2,0,1,11,1
1,1,52,4,2,6,0,1,8,1
0,0,49,3,6,4,0,1,14,1
0,0,28,3,0,1,0,1,11,1
0,1,19,2,2,0,0,1,19,1
0,1,45,8,2,1,0,1,26,0
1,1,89,6,7,0,0,1,23,0
1,1,8,1,4,0,0,1,7,1
0,0,47,3,5,1,0,1,12,1
1,0,113,14,7,13,0,1,20,1
0,0,80,9,11,11,0,1,9,1
0,1,31,5,5,2,0,1,11,1
1,1,15,1,2,0,0,1,12,1
1,0,45,4,3,9,0,1,25,2
0,0,44,1,9,0,0,1,12,1
0,1,12,3,0,2,0,1,14,1
0,1,11,2,0,0,0,1,17,0
1,1,102,18,4,4,0,1,13,1
0,0,32,1,3,9,0,1,6,0
0,0,45,1,5,1,0,1,8,0
0,0,53,2,6,0,0,1,4,0
1,1,19,2,1,0,0,1,4,1
0,1,26,2,1,2,0,1,5,0
1,0,48,6,5,1,0,1,8,1
1,1,85,8,10,21,0,1,4,0
1,1,54,2,14,1,0,1,14,1
0,0,28,4,2,0,0,1,11,1
0,1,29,3,4,0,0,1,28,2
1,1,38,3,1,6,0,1,10,1
1,1,35,3,4,5,0,1,8,0
1,1,61,7,11,0,0,1,44,1
1,0,58,8,6,3,0,1,11,1
0,0,12,3,0,0,0,1,7,1
0,1,32,2,8,6,0,1,7,1
0,0,14,2,1,2,0,1,8,0
0,0,61,10,4,0,0,1,20,1
0,1,28,3,2,10,0,1,20,1
0,0,15,4,0,3,0,1,43,4
1,1,39,4,0,2,0,1,9,1
1,1,9,1,1,2,0,1,9,1
1,1,11,1,1,2,0,1,5,1
0,0,77,8,11,1,0,1,5,1
0,0,19,3,2,5,0,1,14,1
1,0,105,6,12,11,0,1,26,2
0,0,16,1,0,0,0,1,10,1
1,0,15,1,2,5,0,1,6,0
1,0,27,4,2,0,0,1,9,1
0,1,27,2,4,6,0,1,23,1
0,1,14,2,1,0,0,1,6,2
0,0,45,2,4,0,0,1,14,1
1,1,72,6,7,7,0,1,15,1
1,1,14,2,2,3,0,1,10,0
1,0,45,5,5,4,0,1,8,1
1,1,52,1,5,0,0,1,10,0
0,0,14,1,1,0,0,1,11,0
0,1,25,1,6,0,0,1,5,0
1,1,78,6,13,5,0,1,32,2
0,1,92,9,1,2,0,1,25,3
0,1,65,1,7,0,0,1,6,0
1,0,72,8,6,5,0,1,9,1
1,0,44,7,1,3,0,1,7,1
1,1,38,2,5,1,0,1,5,1
1,1,18,3,1,0,0,1,7,1
0,1,67,5,2,9,0,1,13,1
1,1,18,3,1,5,0,1,4,1
1,0,29,3,3,0,0,1,4,1
0,1,30,3,0,1,0,1,10,1
1,1,14,2,1,1,0,1,21,1
1,0,140,10,16,17,0,1,17,1
1,1,37,5,2,1,0,1,13,1
1,1,31,4,3,3,0,1,9,0
1,1,30,1,2,6,0,1,12,0
1,1,44,5,5,8,0,1,6,1
0,0,30,1,6,2,0,1,20,1
0,0,86,8,8,2,0,1,16,1
1,1,25,1,2,5,0,1,4,1
1,1,14,1,1,1,0,1,12,0
1,0,38,6,3,1,0,1,9,1
1,0,129,15,6,9,0,1,10,0
1,1,27,3,1,9,0,1,21,2
1,1,28,1,5,0,0,1,20,0
1,0,160,10,12,20,0,1,20,3
0,0,10,1,3,0,0,1,20,2
0,0,19,3,2,0,0,1,10,0
1,1,153,14,3,7,0,1,59,3
1,1,18,1,7,0,0,1,6,0
0,0,32,2,1,6,0,1,10,1
1,0,5,2,0,0,0,1,6,1
0,1,94,8,9,16,0,1,37,2
1,1,16,3,1,0,0,1,36,4
0,1,23,2,2,1,0,1,21,0
1,0,9,2,1,0,0,1,12,0
1,1,74,9,4,3,0,1,11,1
1,1,45,6,1,10,0,1,9,1
0,0,9,1,1,0,0,1,22,2
0,0,12,1,1,1,0,1,7,1
1,1,45,1,7,0,0,1,41,1
1,0,37,4,1,4,0,1,12,1
0,0,23,1,10,0,0,1,59,4
0,0,90,7,2,4,0,1,15,3
1,0,36,6,2,0,0,1,10,0
0,1,57,5,6,7,0,1,7,1
0,1,55,4,4,2,0,1,4,0
0,0,28,2,3,0,0,1,45,2
0,0,11,1,0,6,0,1,5,1
1,1,70,8,10,2,0,1,15,1
0,1,23,2,4,1,0,1,10,1
0,0,43,6,1,0,0,1,6,1
0,1,18,2,4,3,0,1,25,2
0,1,37,2,9,0,0,1,9,1
1,0,75,3,7,1,0,1,8,1
1,1,35,2,5,8,0,1,7,1
1,0,88,1,0,10,0,1,8,0
1,1,13,1,0,1,0,1,8,1
1,0,17,2,2,0,0,1,7,1
0,0,21,3,3,0,0,1,14,1
0,1,23,2,2,0,0,1,12,1
0,0,13,3,0,0,0,1,37,2
1,0,67,8,5,6,0,1,13,1
0,0,63,8,5,0,0,1,6,1
1,1,42,3,5,3,0,1,7,0
0,1,20,3,1,1,0,1,26,3
0,0,9,1,1,0,0,1,32,3
0,1,19,3,1,1,0,1,14,0
0,0,15,2,2,0,0,1,7,1
1,1,10,1,2,0,0,1,7,1
1,1,5,1,1,0,0,1,6,0
1,1,19,3,2,0,0,1,5,1
1,0,54,4,7,2,0,1,16,1
0,0,20,1,0,1,0,1,12,1
1,1,37,8,2,9,0,1,12,1
1,0,50,2,4,1,0,1,9,0
1,0,84,10,1,9,0,1,7,1
1,0,47,1,2,0,0,1,5,0
0,0,22,2,1,0,0,1,21,2
0,0,12,2,1,1,0,1,9,1
1,1,27,3,3,1,0,1,10,1
0,0,16,1,4,0,0,1,4,0
1,0,48,1,2,0,0,1,3,1
0,1,19,1,4,1,0,1,22,0
1,1,52,3,7,5,0,1,18,1
0,0,29,3,5,6,0,1,3,1
1,1,15,2,4,3,0,1,24,1
1,1,91,7,5,23,0,1,7,1
1,1,71,6,7,8,0,1,7,0
0,1,14,2,1,0,0,1,5,0
0,1,15,3,0,0,0,1,12,1
1,1,14,2,3,2,0,1,24,1
0,0,135,7,16,0,0,1,43,3
0,0,78,7,7,7,0,1,29,6
0,0,50,8,5,1,0,1,13,1
1,0,36,4,5,5,0,1,19,1
0,1,10,1,2,0,0,1,6,0
1,1,10,1,0,0,0,1,10,1
1,1,43,6,3,0,0,1,9,1
0,0,41,3,8,4,0,1,4,1
1,1,66,3,4,0,0,1,9,0
1,1,67,4,7,4,0,1,31,1
0,0,39,3,4,1,0,1,21,1
0,1,36,1,0,3,0,1,7,1
1,1,65,2,6,2,0,1,4,0
0,1,18,2,3,2,0,1,26,3
1,1,53,7,3,4,0,1,6,1
0,1,34,2,2,0,0,1,9,1
0,1,16,3,1,0,0,1,10,1
1,1,24,3,2,0,0,1,8,1
0,0,39,4,2,8,0,1,12,0
1,0,10,1,1,0,0,1,7,1
0,1,8,1,1,0,0,1,13,1
1,1,30,2,3,1,0,1,9,1
0,1,14,3,1,0,0,1,12,0
0,0,21,2,1,2,0,1,2,0
0,0,32,1,1,7,0,1,13,1
0,1,4,1,1,0,0,1,7,1
1,1,77,10,7,0,0,1,10,1
0,0,15,3,1,0,0,1,11,2
1,1,50,7,4,2,0,1,17,1
1,1,41,6,3,0,0,1,19,1
0,1,44,3,8,6,0,1,8,1
1,0,9,1,1,0,0,1,8,1
0,1,17,2,2,0,0,1,10,0
1,1,13,1,1,0,0,1,9,0
1,0,167,24,9,7,0,1,45,5
0,0,17,3,0,6,0,1,9,1
0,0,14,2,1,1,0,1,6,1
0,0,26,1,3,4,0,1,16,1
1,1,84,4,3,5,0,1,13,1
1,0,21,1,3,1,0,1,14,1
1,0,17,4,0,0,0,1,17,1
0,1,8,1,1,1,0,1,5,0
1,1,39,4,4,1,0,1,4,1
1,0,27,2,3,0,0,1,9,1
0,0,22,4,0,0,0,1,11,1
0,0,48,4,3,1,0,1,37,2
0,0,63,8,9,8,0,1,5,0
0,1,15,2,1,1,0,1,7,1
0,0,9,1,3,0,0,1,3,0
1,0,56,6,1,5,0,1,11,1
1,1,34,1,4,0,0,1,7,0
0,1,25,2,3,4,0,1,6,0
0,1,70,3,3,8,0,1,8,1
0,0,25,2,2,2,0,1,40,3
0,0,44,5,4,1,0,1,20,2
1,1,61,11,3,3,0,1,47,0
1,1,23,3,1,3,0,1,8,1
0,1,26,1,5,1,0,1,12,0
1,0,12,1,0,4,0,1,19,4
1,0,71,5,5,15,0,1,4,1
1,0,50,3,1,6,0,1,9,1
0,0,11,1,1,0,0,1,29,1
0,1,16,1,2,2,0,1,3,0
1,1,37,6,2,1,0,1,11,1
1,1,11,2,0,0,0,1,28,2
1,1,10,1,2,0,0,1,34,2
1,1,27,2,2,5,0,1,10,1
0,1,12,1,1,0,0,1,10,0
0,1,38,5,3,0,0,1,7,0
1,0,25,3,2,3,0,1,6,0
1,0,47,6,5,9,0,1,8,0
0,1,54,3,1,0,0,1,5,0
1,0,13,1,3,0,0,1,6,1
0,1,37,4,2,3,0,1,21,0
0,0,144,14,7,6,0,1,9,1
1,0,23,4,2,3,0,1,8,1
0,1,44,3,8,5,0,1,47,3
1,0,24,3,1,0,0,1,8,1
0,0,39,2,3,3,0,1,6,1
1,1,42,4,1,3,0,1,5,0
0,0,50,2,8,9,0,1,7,0
1,0,134,5,10,33,0,1,14,1
0,1,14,1,1,0,0,1,11,2
1,1,9,1,1,1,0,1,11,1
0,0,13,2,2,2,0,1,8,1
0,1,59,2,5,9,0,1,28,4
0,0,85,2,2,56,0,1,13,1
0,0,71,7,9,11,0,1,66,4
1,0,10,2,0,0,0,1,4,1
1,1,76,12,6,6,0,1,14,0
1,1,42,2,1,0,0,1,39,2
1,0,18,1,3,1,0,1,11,0
0,1,31,3,2,1,0,1,5,0
0,0,9,1,0,1,0,1,4,1
1,0,45,5,4,5,0,1,7,1
0,0,46,6,0,4,0,1,8,1
1,0,71,7,10,0,0,1,74,5
0,0,17,1,5,1,0,1,7,1
0,0,23,1,4,2,0,1,19,0
1,1,40,4,3,1,0,1,16,1
0,0,24,4,0,0,0,1,51,3
0,0,98,6,10,4,0,1,9,0
1,1,15,3,0,0,0,1,11,0
1,1,54,3,12,1,0,1,4,1
0,1,25,2,2,5,0,1,6,0
0,0,17,2,2,2,0,1,13,1
1,1,64,9,2,2,0,1,12,1
1,0,25,4,3,0,0,1,8,1
1,0,22,3,1,0,0,1,7,0
1,0,18,3,3,0,0,1,9,1
0,1,22,3,1,1,0,1,28,2
0,0,13,1,2,0,0,1,7,1
1,1,27,4,2,1,0,1,10,1
0,0,27,3,2,1,0,1,5,0
1,1,56,5,3,4,0,1,6,0
0,1,28,3,0,1,0,1,28,0
1,0,147,1,12,0,0,1,4,0
1,0,17,1,2,3,0,1,4,0
0,1,13,2,0,0,0,1,10,0
1,1,31,2,5,0,0,1,15,1
1,1,105,10,17,15,0,1,13,1
1,0,50,6,1,2,0,1,7,1
1,0,40,5,4,1,0,1,9,1
1,1,22,2,3,1,0,1,8,1
1,0,54,7,2,2,0,1,8,0
0,0,40,1,4,3,0,1,6,1
0,0,14,1,5,0,0,1,14,1
1,0,29,4,0,1,0,1,7,0
1,1,31,1,3,6,0,1,7,1
0,1,36,3,3,6,0,1,67,10
1,0,18,1,2,0,0,1,5,1
0,0,56,1,2,0,0,1,7,0
0,0,35,2,0,4,0,1,8,0
0,1,20,1,2,1,0,1,8,0
1,1,62,7,6,3,0,1,68,0
1,0,41,7,2,1,0,1,3,0
0,1,9,1,3,0,0,1,6,1
0,0,13,1,3,0,0,1,6,1
0,1,21,2,1,0,0,1,66,5
1,1,23,5,0,0,0,1,17,3
0,0,37,5,3,2,0,1,10,1
0,0,19,2,1,2,0,1,5,0
1,0,38,5,2,1,0,1,30,3
0,0,7,1,3,0,0,1,3,0
0,0,15,2,1,1,0,1,4,1
1,1,50,7,2,0,0,1,4,0
0,1,71,7,13,7,0,1,5,0
1,1,63,8,6,4,0,1,6,0
1,1,24,2,1,0,0,1,3,1
0,0,38,1,6,5,0,1,14,1
1,0,29,4,4,0,0,1,3,1
0,1,20,1,1,5,0,1,35,3
1,1,42,4,4,2,0,1,12,1
1,1,74,13,2,10,0,1,9,0
0,0,9,1,1,2,0,1,6,1
1,1,27,3,2,0,0,1,8,1
1,1,22,3,1,0,0,1,12,1
0,1,21,2,1,1,0,1,5,1
0,1,45,4,5,0,0,1,56,0
1,1,12,2,0,0,0,1,13,2
1,0,24,5,0,0,0,1,5,1
0,0,11,1,2,0,0,1,8,0
0,1,48,8,2,6,0,1,12,1
0,0,14,2,1,1,0,1,10,1
1,0,82,8,7,6,0,1,18,1
0,0,69,2,1,15,0,1,16,1
1,0,124,12,13,26,0,1,23,1
0,0,40,6,2,1,0,1,23,1
1,0,39,6,1,3,0,1,13,1
1,0,72,14,6,4,0,1,11,0
0,1,14,2,1,3,0,1,5,1
1,1,9,1,0,0,0,1,8,0
0,1,19,2,1,2,0,1,4,1
1,1,9,1,1,0,0,1,14,0
1,1,51,5,5,4,0,1,34,1
0,1,31,3,5,0,0,1,8,0
0,0,19,1,6,3,0,1,10,1
1,0,22,2,2,0,0,1,21,2
1,0,65,3,8,7,0,1,19,2
0,0,18,2,1,1,0,1,22,1
0,1,135,1,5,0,0,1,8,0
1,1,21,3,3,0,0,1,6,1
1,1,125,11,12,10,0,1,10,1
0,1,29,3,6,4,0,1,9,0
0,0,17,1,2,1,0,1,5,0
1,1,34,6,4,2,0,1,8,1
0,1,81,7,6,4,0,1,10,1
1,0,34,9,0,0,0,1,7,0
0,0,10,1,2,1,0,1,6,0
0,1,38,4,2,3,0,1,13,1
0,0,5,1,2,0,0,1,10,1
0,1,9,1,2,1,0,1,31,1
0,1,23,2,1,1,0,1,11,0
0,1,72,5,10,1,0,1,45,3
0,1,11,1,3,0,0,1,6,1
1,1,35,5,2,4,0,1,7,0
1,0,73,1,7,2,0,1,5,1
0,1,33,2,2,6,0,1,52,1
1,1,33,5,2,1,0,1,21,2
1,1,22,1,6,3,0,1,10,0
1,0,40,5,5,0,0,1,23,1
1,1,13,1,3,2,0,1,11,1
1,1,34,5,5,5,0,1,5,0
0,1,31,4,3,4,0,1,38,3
0,1,37,3,2,4,0,1,8,1
1,1,20,4,1,0,0,1,9,1
0,1,34,1,2,1,0,1,7,0
0,0,19,1,5,1,0,1,15,3
0,0,20,3,0,4,0,1,9,0
0,0,31,4,2,2,0,1,7,1
1,0,20,3,1,0,0,1,21,2
0,1,27,5,2,0,0,1,3,0
0,0,13,1,2,2,0,1,4,1
1,1,16,2,2,4,0,1,24,3
1,1,61,4,8,9,0,1,8,3
0,0,10,1,2,0,0,1,5,0
0,1,10,3,1,0,0,1,11,1
0,1,10,2,1,0,0,1,73,2
1,0,19,3,1,1,0,1,7,1
0,0,54,1,7,0,0,1,11,1
0,0,67,8,1,2,0,1,11,1
0,0,13,1,2,2,0,1,6,1
0,1,64,4,8,1,0,1,74,0
0,1,11,1,3,2,0,1,4,0
1,1,35,2,5,0,0,1,7,1
0,1,22,6,1,0,0,1,7,1
1,1,11,1,3,2,0,1,38,0
0,0,17,2,3,0,0,1,14,1
0,0,59,4,2,3,0,1,19,0
0,0,51,4,6,11,0,1,8,1
0,0,9,1,0,0,0,1,5,1
0,0,16,2,4,0,0,1,20,2
1,0,16,3,1,0,0,1,9,1
1,1,73,8,5,7,0,1,10,1
0,0,14,3,0,0,0,1,8,0
1,0,25,4,1,3,0,1,13,1
1,1,15,3,0,0,0,1,3,0
0,1,55,3,4,4,0,1,10,1
1,0,9,1,1,0,0,1,4,1
0,0,15,2,2,3,0,1,6,1
0,1,52,8,0,25,0,1,9,0
1,1,57,6,5,2,0,1,5,1
1,1,26,4,1,5,0,1,14,1
0,1,11,1,1,1,0,1,7,1
0,1,48,3,7,4,0,1,6,1
0,0,11,1,0,0,0,1,11,1
1,1,15,1,3,0,0,1,13,1
0,0,24,2,1,1,0,1,3,0
1,1,86,5,7,30,0,1,3,0
0,1,18,3,2,0,0,1,58,8
